Category,Question,Image url,AnswerA,AnswerB,AnswerC,AnswerD,AnswerE,Correct Answer,Correct Letter,Claude-3.5-Sonnet,GPT-4o,Gemini-2.0-Flash
Pediatria,"Donna 33enne, pulizia della pulizia in una biblioteca di giochi per bambini e con una storia di episodi frequenti di tonsillite pultacea. 48 ore prima che la consultazione inizi una scatola di febbre fino a 38 ° C con odinofagia. Per questo motivo è auto -tagliato con amoxicillinaclavulanic. Alle 12 sembra un'eruzione prurigina generalizzata, motivo per cui consulta il suo medico di famiglia che cambia l'antibiotico in azitromicina e aggiunge corticosteroidi al trattamento di sospetti tossicodipendenti. 24 ore dopo la febbre persiste, viene aggiunto un certo dissenico e tosse, motivo per cui consulta il dipartimento di emergenza dell'ospedale. L'esame fisico mostra un paziente con febbre a 39 ° C, con uno stato generale colpito, esantema in faccia, tronco e schiena, pruriginoso, confluente, con papulari, Habonesas, lesioni diffuse che colpiscono palmi e piante. L'esplorazione della cavità orale non mostra tonsille pultacee, ma lesioni eritematose con centro biancastro di fronte a entrambi gli archi dentali superiori (immagine n. 11). Quale sarebbe il modo migliore per definire queste lesioni tenendo conto del contesto del paziente:",https://compitoinclasse.org/simulatori/IMGmir/939-dom.jpg,Muguet,Macchie di koplik,Aftas,Lichene,Leucoplasia,Macchie di koplik,B,D,D,D
Pediatria,"Ragazzo di 23 mesi che entra in rettorragia di ripetizione e anemizzazione (emoglobina 10,0 g/dl, ematocrit 27,9 %. Lo studio ad ecografia addominale viene condotto senza risultati. La gammografia con pertecnetato-99mtc è mostrata nell'immagine. La diagnosi probabile è:",https://compitoinclasse.org/simulatori/IMGmir/1979-dom.jpg,Punto di sanguinamento gastrico,Diverticolo Meckel rivestito con mucosa gastrica ectopica,Punto sanguinante di origine genito -urinaria,Gammografia normale,,Diverticolo Meckel rivestito con mucosa gastrica ectopica,B,A,A,A
Nefrologia e urologia,"Uomo di 71 anni che consulta per 3 settimane di evoluzione, che non ha ceduto nonostante il trattamento antibiotico per 7 giorni. Nella striscia di urina puoi vedere la microematuria. Fornisce un emogramma HB di 10,1 g/dL, VCM di 91,6 FL. Per prima cosa fanno un'ecografia addominale, ma il radiologo solleva dubbi e decide di eseguire un TC. Indica la risposta che sembra corretta:",https://compitoinclasse.org/simulatori/IMGmir/1163-dom.jpg,L'immagine è compatibile con la tubercolosi renale.,Altre 3 settimane avrebbero dovuto prevedere con il trattamento antibiotico prima di eseguire un test di immagine.,C'è una lesione escreta renale che suggerisce un ipernefroma.,Vi è un'indicazione del posizionamento di un catetere a doppio J sinistro.,,C'è una lesione escreta renale che suggerisce un ipernefroma.,C,C,C,C
Nefrologia e urologia,"Uomo di 68 anni che consulta l'astenia. I dolori alle ossa si riferiscono come l'unica sintomatologia di accompagnamento. La sua funzione renale era normale 6 mesi prima. Viene eseguita l'analisi generale che mostra: creatinina 2.0 mg/dl, urea 86 mg/dl, proteine ​​plasmatiche 90 g/L, VSG 120 mm/h, rapporto albumina/creatinina urinaria 4 (normale), ratio proteico/creatinina urinaria 80 (n <22). L'immagine del sedimento delle urine e della striscia reattiva delle urine è collegata. Cosa può avere il paziente e quale test farebbe per primo?",https://compitoinclasse.org/simulatori/IMGmir/1159-dom.jpg,Un'amiloidosi e farebbe una biopsia di grasso sottocutaneo.,Un mieloma multiplo e chiedeva un proteinogramma e una proteina da Bence Jones nelle urine.,Una malattia glomerulare e ha richiesto una biopsia renale urgente.,Una necrosi tubolare acuta e una maggiore ecografia renale.,,Un mieloma multiplo e chiedeva un proteinogramma e una proteina da Bence Jones nelle urine.,B,C,B,C
Nefrologia e urologia,"Donna di 32 anni con una storia di epilessia di infanzia, ritardo mentale, angifibromi facciali e punti ipomelanici. Per un quadro del dolore addominale viene eseguita una tomografia computerizzata addominale in cui le lesioni renali sono apprezzate. Che tipo di infortunio e che malattia soffre?",https://compitoinclasse.org/simulatori/IMGmir/1624-dom.jpg,Cisti renale / policitosi renale dominante autosomica.,Carcinoma a cellule chiare renali / malattia di Lindau di Von Hippel.,Angiomilipoma renale / sclerosi tuberosa.,Neurofibroma / neurofibromatosi.,,Angiomilipoma renale / sclerosi tuberosa.,C,C,C,C
Nefrologia e urologia,"L'immagine ad ultrasuoni presentata corrisponde a una donna di 37 anni che si è consultata per il dolore non traumatico a destra associata alla febbre. Sulla base di tali risultati e ultrasuoni, indicano la risposta corretta:",https://compitoinclasse.org/simulatori/IMGmir/712-dom.jpg,Si osserva una cistifellea biliare aumentata con doppia parete.,I risultati suggeriscono l'ascesso perinefritico con liquido libero perirrenale.,L'immagine non fornisce dati sufficienti che aiutano la diagnosi.,L'immagine suggerisce una grande cisti di paragrafo: è una scoperta non importante.,L'ecografia suggerisce ostruzione della via urinaria.,L'ecografia suggerisce ostruzione della via urinaria.,E,B,B,B
Nefrologia e urologia,"Il paziente che si riferisce a dolori ripetitivi, con irradiazione nella zona inguinale e anca sinistra. I risultati sulla radiografia mostrati suggeriscono la diagnosi di:",https://compitoinclasse.org/simulatori/IMGmir/251-dom.jpg,Patologia discale di ernia.,Spondilodiscitisis.,"Messa retroperitoneale, probabilmente liposarcoma.",Pyelonefrite xantharanulomatosa (per ostruzione litiana).,,Pyelonefrite xantharanulomatosa (per ostruzione litiana).,D,D,D,D
Nefrologia e urologia,"L'urina di un paziente in studio per insufficienza renale viene ricevuta in laboratorio. Un'analisi viene eseguita da una striscia reattiva, che è mostrata nell'immagine. Qual è la tua diagnosi?",https://compitoinclasse.org/simulatori/IMGmir/19-dom.jpg,Sindrome nefrotica dovuta a lesioni minime.,Sindrome nefritica.,Nefropatia interstiziale cronica.,Insufficienza renale prerenale.,,Sindrome nefritica.,B,B,B,B
Nefrologia e urologia,"Ragazzo da 9 -monti con una storia di tre episodi di infezione del tratto urinario (a 14 giorni di vita, 1 mese e 2 mesi) e in trattamento antibiotico profilattico. Gli studi diagnostici condotti mostrano un reflusso vescicouretero bilaterale (legge di sinistra di grado V e II) e diminuiscono le dimensioni del rene destro con una leggera dilatazione skinocalica (II/V) nell'ecografia. Con questi dati e l'immagine gammografica renale mostrata, la diagnosi più probabile è:",https://compitoinclasse.org/simulatori/IMGmir/1611-dom.jpg,Postpiefrite per la nefropatia per cicatrice destra.,Stenosi dell'Unione Pyeloureterale destra.,Piss a destra acuta.,Displasia multicistica del rene giusto.,,Postpiefrite per la nefropatia per cicatrice destra.,A,A,A,A
Chirurgia endocrina e endocrina,"Un paziente di 64 anni consulta una facile fatica di alcuni mesi di evoluzione e perdita di appetito, sebbene non abbia oggettificato la perdita di peso. Cattura la nostra attenzione, quando la osserva, le facies che presenta (vedi immagine). Prima di continuare con l'interrogatorio e l'esplorazione clinica, possiamo pensare a un'ipotesi diagnostica. Quale dei seguenti test analitici pensi ci guiderebbe meglio nel nostro sospetto diagnostico?:",https://compitoinclasse.org/simulatori/IMGmir/708-dom.jpg,Tsh,Ck,"Emogramma, ferro, ferritina",Proteinuria,Ann,Tsh,A,A,A,A
Chirurgia endocrina e endocrina,"Maschio di 83 anni in cui viene rilevato un aumento della dimensione della tiroide facendo un TC per lo studio di estensione sul cancro alla vescica. Nello studio diagnostico, mette in evidenza: TSH <0,005 µui/ml (VN 0.4 - 4,5), T4 3,49 ng/dl libero (0,70 - 1,90), T3 libero 9,56 pg/ml (2,27 - 5,06), anti -recettore Anticorpi TSH <0,8 IU/L (0 - 1,75), anticorpi antiperossidasi 8 Iu/ml (5 - 34). Ultrasuoni: aumento della ghiandola tiroidea, parenchima occupata da più noduli preferibilmente solidi. L'immagine associata corrisponde a una scintigrafia tiroidea. Con questi risultati morfologici e funzionali la diagnosi più probabile è:",https://compitoinclasse.org/simulatori/IMGmir/1801-dom.jpg,Malattia basata su tombe,Cancro alla tiroide follicolare,GOITER MULinodulare tossico,Tiroidite autoimmune,,GOITER MULinodulare tossico,C,B,B,B
Chirurgia endocrina e endocrina,"Donna 34enne con nuova apparizione ipotiroidismo nella sua consultazione di medicina di famiglia, senza altre alterazioni o storia medica di interesse. Il paziente deriva per eseguire un'ecografia della ghiandola tiroidea nel servizio di trasmissione del loro ospedale di riferimento per escludere il cancro (immagine). È stato corretto eseguire questo ultrasuono?",https://compitoinclasse.org/simulatori/IMGmir/1396-dom.jpg,No. La realizzazione di questo ultrasuono non è corretta. Dovremmo eseguire una scammografia alla tiroide.,No. Non è corretto la realizzazione di questo ultrasuono perché l'ipotiroidismo non indica lo studio delle immagini della ghiandola tiroidea.,SÌ. La realizzazione di questa ecografia è corretta perché è un giovane paziente con patologia tiroidea.,SÌ. La realizzazione di questo ultrasuoni è corretta perché l'ipotiroidismo è indicazione dello studio delle immagini della ghiandola tiroidea.,,No. Non è corretto la realizzazione di questo ultrasuono perché l'ipotiroidismo non indica lo studio delle immagini della ghiandola tiroidea.,B,D,D,A
Chirurgia endocrina e endocrina,"Per escludere situazioni che possono simulare le manifestazioni del paziente e stabilire una diagnosi differenziale, dobbiamo continuare con l'interrogatorio. Una delle seguenti abitudini o background sarebbe difficilmente correlata alle alterazioni facciali osservate. Sottolineare quale.",https://compitoinclasse.org/simulatori/IMGmir/709-dom.jpg,Abitudine di allungare i peli (tricotilomania).,Una malattia a trasmissione sessuale.,Contatto con persone o aree geografiche con lebbra.,Assunzione di droghe.,Sfondo di iperuricemia.,Sfondo di iperuricemia.,E,B,B,B
Chirurgia endocrina e endocrina,"Donna di 42 anni che va in emergenza a causa del dolore addominale e della febbre. Viene realizzato un TC che non fornisce dati sulla possibile causa di dolore, tuttavia, dati i risultati oggettivi nell'immagine, viene fatto riferimento alla consultazione. Quale delle seguenti esplorazioni consideri di completare lo studio?",https://compitoinclasse.org/simulatori/IMGmir/1155-dom.jpg,Gammagraph con meta-iodobenzechanidina.,Determinazione di 5 idrossyindolacetici nelle urine di 24 ore.,Puntura di aspirazione con aghi fine con controllo ecografico.,Risonanza magnetica.,,Risonanza magnetica.,D,D,D,D
Chirurgia endocrina e endocrina,"Paziente con gozzo. L'immagine mostra l'ecografia tiroidea in scala di grigio e colore Doppler. Dati questi risultati, indicare la risposta corretta:",https://compitoinclasse.org/simulatori/IMGmir/15-dom.jpg,"L'immagine mostra una ghiandola aumentata e leggermente ipoecogena, con noduli multipli, di ecotexture eterogenei e ipervascolarizzate. Mulinodulare Gozzo suggestivo","L'immagine mostra una ghiandola aumentata di dimensioni, normale ecogenicità, ecotexture omogenee, senza noduli. La vascolarizzazione è prominente, normale scoperta nel parenchimale.","L'immagine mostra una ghiandola aumentata e leggermente ipoecogena, senza cenno, di ecotexture eterogenei e ipervascolarizzate. I risultati suggeriscono una malattia grave ma ci sono tiroidite subacuta che possono mostrare risultati simili.","L'immagine mostra una ghiandola un po 'aumentata, una normale ecogenicità e l'ecotexture eterogenee. L'aumento delle forze di vascolarizzazione diffusa per eseguire una foratura guidata con ultrasuoni (PAAF) per escludere una neoplasia tiroidea.",,"L'immagine mostra una ghiandola aumentata e leggermente ipoecogena, senza cenno, di ecotexture eterogenei e ipervascolarizzate. I risultati suggeriscono una malattia grave ma ci sono tiroidite subacuta che possono mostrare risultati simili.",C,C,C,C
Ginecologia e ostetricia,Una volta confermata la diagnosi di sospetto. Qual è il comportamento terapeutico più corretto?:,https://compitoinclasse.org/simulatori/IMGmir/719-dom.jpg,Chirurgia e chemioterapia con cotorreductor con taxolcarboplatino.,Gastrectomia con doppia annectomia.,Laparoscopia con lavaggi peritoneali e mitomicina e infusione a 5-fluoracile.,Chemioterapia sistemica con cisplatino e pemetrexed.,Chirurgia laparoscopica e chemioterapia con ossaliplatino e 5-fluoracile (FOLFOX).,Chirurgia e chemioterapia con cotorreductor con taxolcarboplatino.,A,A,A,A
Ginecologia e ostetricia,"Donna 39enne che consulta il sanguinamento genitale per 24 ore. La sua ultima regola è stata 7 settimane fa. Non ha dolore, sebbene abbia nausea e vomito persistenti per 4 giorni. L'esplorazione ginecologica mostra un sanguinamento scarso dalla cavità uterina. Il test di gravidanza è positivo e la determinazione di ß-HCG nel plasma è di 105.000 UI/L. Viene fornita l'immagine di ultrasuoni transvaginali. Cosa indicheresti in quel momento?:",https://compitoinclasse.org/simulatori/IMGmir/1613-dom.jpg,Ripeti seriamente ogni 2 giorni l'ecografia e ß-hcg.,"Rassicurare il paziente, indicare il riposo, gli antiemetici e ripetere l'ecografia in una settimana.",Curettage uterino,Trattamento misoprostol sistemico.,,Curettage uterino,C,A,A,A
Ginecologia e ostetricia,"La donna di 51 anni, senza interesse di interesse, che consulta il dolore continuo nell'ipogastrio e nella fossa iliaca destra per 20 giorni, non irradiata. Nell'analisi di base solo PCR 6 mg/L (normale 0-5) si distingue. Viene eseguita un'ecografia addominale, ma il radiologo solleva dubbi e decide di eseguire TC addominopélvica con contrasto endovenoso. Qual è la diagnosi che suggerisce l'immagine mostrata?:",https://compitoinclasse.org/simulatori/IMGmir/1804-dom.jpg,Ascesso pelvico secondario all'appendicite,Liziasi ureterale destra con formazione di urinoma,Tumore demoide mesenterico,Teratoma ovarico maturo,,Teratoma ovarico maturo,D,B,D,B
Ginecologia e ostetricia,"La donna di 28 anni che è stata in cura per una sindrome dell'ovaio policistico, va alla consultazione per il controllo della gravidanza facendo riferimento a un'amenorrea di 10 settimane. Nell'ecografia un feto unico e vivo è obiettivo, con una lunghezza del canna da coltello da 57 mm (CRL), che corrisponde a 12 settimane. Indica l'opzione corretta:",https://compitoinclasse.org/simulatori/IMGmir/1157-dom.jpg,"Dobbiamo supporre che la vera età gestazionale sia di 12 settimane, rialloca una nuova pelliccia (ultima data della regola) o FPP (probabile data di consegna) e pianifica il resto dei controlli della gravidanza in base a questa età gestazionale.","Continueremo a considerare che la vera età gestazionale è di 10 settimane, poiché coincide con la pelliccia del paziente. Pianificheremo il resto dei controlli in base a questa era gestazionale, sebbene registreremo questo disaccordo nella storia medica.","Dato questo disaccordo, richiederemo un analitico del sangue per quantificare l'ormone β-HCG e decidere in base ai suoi livelli che è l'età gestazionale reale per poter pianificare il resto dei controlli della gravidanza.",Chiederemo un nuovo controllo ecografico in 2 settimane per vedere l'evoluzione e diagnosticare l'età gestazionale corretta con più certezza.,,"Dobbiamo supporre che la vera età gestazionale sia di 12 settimane, rialloca una nuova pelliccia (ultima data della regola) o FPP (probabile data di consegna) e pianifica il resto dei controlli della gravidanza in base a questa età gestazionale.",A,A,A,A
Ginecologia e ostetricia,"Donna asintomatica di 52 anni che va a un programma di rilevamento del cancro al seno precoce. Per completare lo studio, una radiografia ampliata è mostrata nell'immagine n. 15. Qual è il segno radiografico che definisce meglio i risultati?",https://compitoinclasse.org/simulatori/IMGmir/947-dom.jpg,Mammografia normale.,Le microcalcificazioni annuiscono.,Lesioni microquistiche.,Microcalcificazione segmentaria sospettosa di malignità.,MicroCalcificazioni scortese che suggeriscono la mastaopatia fibrica.,Microcalcificazione segmentaria sospettosa di malignità.,D,A,A,A
Ginecologia e ostetricia,Quale sarebbe la maneggevolezza ostetrica in una donna secondaria 34 settimane dopo la diagnosi ecografica del piccolo feto per l'età gestazionale e asintomatica e che presenta il record cardiotocografico esterno che appare nell'immagine?:,https://compitoinclasse.org/simulatori/IMGmir/1813-dom.jpg,Estrazione fetale mediante taglio cesareo programmato.,Estrazione fetale dopo l'induzione del parto.,Controlli ecografici fetali periodici in modo ambulatoriale.,Ingresso e controllo rigorosi materni-fete.,,Controlli ecografici fetali periodici in modo ambulatoriale.,C,B,B,B
Reumatologia,La realizzazione di un'ecografia in questo paziente:,https://compitoinclasse.org/simulatori/IMGmir/479-dom.jpg,Consentirebbe solo di valutare l'affetto del tendine.,Non ha alcuna utilità.,Rileva sinovite ma non erosioni.,Non rileva sinovite o erosioni.,Rileva sia la sinovite che le erosioni.,Rileva sia la sinovite che le erosioni.,E,C,C,C
Reumatologia,Qual è la diagnosi radiologica?,https://compitoinclasse.org/simulatori/IMGmir/1181-dom.jpg,Lesioni litiche in impallie iliache.,Rintrovallo di rinnovo del rinnovo suggestivo di adenopatie.,Splenomegalia.,Sinistra sacroileite.,,Splenomegalia.,C,C,C,C
Reumatologia,"In relazione al caso precedente, come affronteresti il ​​trattamento iniziale di questo paziente?",https://compitoinclasse.org/simulatori/IMGmir/707-dom.jpg,"Il trattamento è l'uso di allopurinolo a dosi minime di 800 mg al giorno, quindi la dose utilizzata dal paziente dovrebbe essere aumentata presto.","Durante la fase acuta il trattamento sono i FANS, che possono essere associati ai tappetini.","Data la gravità delle lesioni, dovrebbero essere usati tappetini per via endovenosa.","Se il fluido sinoviale ha un numero di cellule di oltre 3000 ecl /µ, il trattamento con antibiotista parenterale con copertura contro lo Staphylococcus aureus e Streptococcus spp dovrebbe essere avviato e mantenuto almeno 6 settimane.","In questa malattia, gli steroidi sistemici o intra -articolari non hanno dimostrato la loro efficacia.","Durante la fase acuta il trattamento sono i FANS, che possono essere associati ai tappetini.",B,B,B,B
Reumatologia,"Un paziente di 31 anni, senza una precedente storia di interesse, consulta la debolezza muscolare di alcuni mesi di evoluzione che gli ha progressivamente impedito di alzare e abbassare le scale. All'esame fisico, le lesioni papuloeritematosiche tempistiche che si osservano nella figura. Per ottenere la diagnosi, tra gli altri test, viene praticata una biopsia muscolare che può essere osservata nella figura. Cosa ne pensi di te la diagnosi più probabile?",https://compitoinclasse.org/simulatori/IMGmir/704-dom.jpg,Panarterite di tipo vasculite.,Lupus eritematoso sistemico.,Dermatomiosite.,Miosite con corpi di inclusione.,Sarcoidosi,Dermatomiosite.,C,C,C,C
Reumatologia,"Una donna di 26 anni si è consultata per una febbre da evoluzione di 3 settimane. La febbre era quotidianamente, nei picchi che hanno raggiunto 38,5 ° C e in qualche occasione a 39 ° C ed è stata accompagnata da dolore faringeo, mialgie e artralgia di grandi articolazioni. Poche ore dopo, la febbre è stata inviata, spontaneamente o attraverso un po 'di antitermatura. Durante gli episodi febbrili ha presentato un'eruzione cutanea. La paziente ha affermato di aver presentato due episodi precedenti nei due anni precedenti, molto simili a quello attuale, che non era stato diagnosticato nonostante due studi in profondità. Non aveva fatto viaggi al di fuori della Spagna o riferiva la storia epidemiologica di interesse. L'esplorazione clinica durante un episodio febbrile ha mostrato l'eruzione cutanea che può essere osservata nell'immagine, che in poche ore è scomparsa. Il paziente aveva anche un'iperemia faringea, adenopatie lateocervicali bilaterali piccole e dolorose e si avvertiva un polo per la milza sotto l'arco costale sinistro. Per stabilire la diagnosi, è prevedere che devono essere condotti vari studi di laboratorio e di immagine. Tuttavia, quale delle seguenti affermazioni ritieni più appropriate nell'attuale fase diagnostica?",https://compitoinclasse.org/simulatori/IMGmir/31-dom.jpg,"Chiederebbe test sierologici per l'epatite B e C, parvovirus umano B19, virus Epstein-Barr e test per il virus dell'immunodeficienza umana, poiché la causa più probabile sono le malattie infettive, in particolare le infezioni virali acute.","Sebbene sia una diagnosi di esclusione, richiederebbe una ferritina sierica per la possibilità di una malattia fissa dell'adulto.","Chiederei uno studio immunitario che includa anticorpi antinucleari, fattore reumatoide, antipéptidi ciclici citrulinizzati e ANCA per confermare il sospetto di una malattia reumatica sistemica come l'artrite reumatoide o il lupus eritematosus sistemico.",Chiederei uno studio genetico poiché è molto probabile che si tratti di una famiglia mediterranea di tipo di malattia auto -infiammatoria.,,"Sebbene sia una diagnosi di esclusione, richiederebbe una ferritina sierica per la possibilità di una malattia fissa dell'adulto.",B,C,C,A
Reumatologia,"Le mani mostrate nell'immagine appartengono a una donna di 52 anni che consulta perché è stata presentata nel dolore articolare interfalangeo distale e prossimale e prossimale di entrambe le mani. Il dolore è aggravato dopo intensi sforzi e può essere accompagnato dal gonfiore e dal rubazione. Durante questi periodi, ha preso antinfiammatori non steroidei, con miglioramento. Dopo la deformazione, le articolazioni ti infastidiscono di meno. Quale diagnosi è la più probabile?",https://compitoinclasse.org/simulatori/IMGmir/32-dom.jpg,Artrite reumatoide,Artrite psoriasica,Artrite Gotosa,Osteoartrite,,Osteoartrite,D,D,D,D
Reumatologia,Un'amica di 37 anni le mostra la fotografia della sua mano destra mostrata nell'immagine A. Ha fatto una fredda giornata di novembre e le ha detto che dopo pochi minuti ha recuperato la sua normale colorazione. Con una grande entificazione,https://compitoinclasse.org/simulatori/IMGmir/702-dom.jpg,Sclerosi sistemica.,Acrocianosi.,Vivedo reticolare.,La malattia di Raynaud.,Malattia di agglutinina fredda.,Sclerosi sistemica.,A,A,A,A
Ematologia,Nella radiografia dell'immagine n. 16 si osserva:,https://compitoinclasse.org/simulatori/IMGmir/949-dom.jpg,Lesioni litiche,Lesioni blstic,Alterazioni di sale e pepe.,Iperostosi focale.,Cranienesosi.,Lesioni litiche,A,C,C,C
Ematologia,"Paziente di 49 anni senza storia di interesse. Si riferisce alla storia di 2 settimane di evoluzione del dolore addominale indipendente dall'assunzione e dalla deposizione e accompagnato da vomito occasionali, disagio generale e sudorazione abbondante. Analisi: HB 12 GR/DL. Leucociti 10x10^9/L (neutrofili 80%, 15%di linfociti, 3%di monociti, 1%di eosinofili). Piastrine 270x10^9/l. Glucosio 100 mg/dL, urea 80 mg/dl, creatinina 1,5 mg/dl, A. uric 12 mg/dl, LDH 7800 IU/L; GOT, GPT e normale fosfatasi alcalina. TAC: Great Messa (16 cm) in Retroperitoneo che si infiltra sul pancreas, le maniglie dell'intestino sottile e il rene destro. La biopsia è quella mostrata nell'immagine. Immunoistochimica: CD20 (+) CD3 (-) Bcl 2 (-), CD10+, Bcl 6 (+), p53 (-), TDT (-) MIB1 (indice di proliferazione) 100%. Genetica: riarrangiamento di 8Q24, gene C-Myc. Qual è la diagnosi?",https://compitoinclasse.org/simulatori/IMGmir/484-dom.jpg,Linfoma diffuso B di grandi cellule.,Linfoma linfocitico.,Linfoma follicolare 3B.,Linfoma di tipo T intestinale.,Linfoma Burkitt.,Linfoma Burkitt.,E,B,B,B
Ematologia,"Dato questo quadro clinico, quale sarebbe il trattamento più indicato?",https://compitoinclasse.org/simulatori/IMGmir/711-dom.jpg,"Non affrontare, aspettare e vedere.",Interferone,Cloroambucile e prednisone.,Inibitori BCR/ABL (imatinib).,"Ciclofosfamide, vincristina e prednisone.","Non affrontare, aspettare e vedere.",A,A,A,A
Ematologia,"Donna di colore di 54 anni che presenta astenia, sonnolenza, parstesia, disturbo di marzo e perdita di forza e sensibilità in entrambi gli arti inferiori. L'analisi ha mostrato HB 10,4 g/dL, VCM 107 FL, piastrine 110.000/mm3, leucociti 5.000/mm3, 1.900/mm3 neutrofili, linfociti 2.500/mm3, monocytes 300/mm3, eosinofili 300/mm3, reticulocytes 1.0% (normalion: 0,5 -2), totale reticulociti 5.400/mm3, haptogobin 0 g/l (normale 03-2 g/l), ldh 1.114 u/l, ast (Got) 50 u/l, alt (gpt) 30 u/l, ggt 16 u/l, Alcalina phfospatasa 90 U/ L, bilirubina totale 1,03 mg/ dl. Test di Coombs negativo. Lo striscio di sangue periferico è mostrato nell'immagine. Valutato il quadro clinico e analitico, qual è il trattamento da somministrare a questo paziente?",https://compitoinclasse.org/simulatori/IMGmir/16-dom.jpg,Sostituzione del plasma.,Corticosteroidi orali.,Vitamina parenterale B12.,Acido folico e splenectomia.,,Vitamina parenterale B12.,C,C,D,C
Ematologia,"L'uomo di 74 anni, asintomatico, che in un'analisi di routine ha 37.000/ml leucociti, 15,7 g/dl emoglobina, 190.000 piastrine/ml. Nell'esplorazione non ci sono adenopatie o organomegalie. Viene fatta un'estensione del sangue periferico (immagine). Qual è la diagnosi più probabile?",https://compitoinclasse.org/simulatori/IMGmir/710-dom.jpg,Viriasi,Leucemia mieloide cronica.,Gammopatia monoclonale di significato incerto.,Leucemia linfatica cronica.,Sindrome mielodisplastica.,Leucemia linfatica cronica.,D,D,D,D
Ematologia,"Donna di 28 anni senza storia di interesse personale o familiare, che consulta la comparsa di una massa supraclavicolare sinistra, senza altri sintomi di accompagnamento. L'analisi di base viene eseguita in cui si distingue solo un 373 UI/L LDH. Considerando i dati clinici e il test di immagine (PET-TC con 18F-FDG) Quale diagnosi è la più probabile?:",https://compitoinclasse.org/simulatori/IMGmir/1612-dom.jpg,Carcinoma timico con diffusione della distanza.,Malattia associata a IgG4.,Sarcoidosi,Sindrome linfoproliferativa Stadio IV.,,Sindrome linfoproliferativa Stadio IV.,D,A,A,A
Ematologia,"Donna di 43 anni con una diagnosi di leucemia linfoblastica acuta nel trattamento di induzione con aplasia dopo prefasi di neutrofili <0,5x10^9/L che presenta la sindrome febbrile senza un'apparente focus infettivo TC toracico. Quale delle seguenti diagnosi sospetta in primo luogo prima dei risultati del TC?",https://compitoinclasse.org/simulatori/IMGmir/1805-dom.jpg,Polmonite di pneumocystis jirovecii,Aspergilosi invasiva,Tossicità della droga per droga,Coinvolgimento polmonare neoplastico,,Aspergilosi invasiva,B,C,C,C
Ematologia,Quale trattamento è il più appropriato nel paziente precedente?,https://compitoinclasse.org/simulatori/IMGmir/485-dom.jpg,Chirurgia cotorreductor Seguita da chemioterapia rituximab-chop per la remissione completa.,Rituximab-chop / 21 x 6-8 cicli seguiti dalla radioterapia retroperitoneo.,Rituximab-chop /21 x 6-8 cicli seguiti da trapianto di Qt e cellule staminali (TASPE) intensivo.,"Chemioterapia intensiva che include rituximab, alte dosi di ciclofosfamide e profilassi del SNC.",Ritardare il trattamento fino a PET-TAC e quindi affrontare i cicli rituximab-chop /14 x 6-8.,"Chemioterapia intensiva che include rituximab, alte dosi di ciclofosfamide e profilassi del SNC.",D,C,C,C
Traumatologia,Quali altri risultati si aspetterebbero di trovare nell'esame fisico del paziente precedente?,https://compitoinclasse.org/simulatori/IMGmir/946-dom.jpg,Ipoestesia nel pavimento del piede destro.,Perdita del riflesso patellare destro.,Debolezza nel muscolo di legno giusto.,Perdita del riflesso giusto qui.,Perdita di sensibilità sulla faccia dorsale del piede destro.,Perdita di sensibilità sulla faccia dorsale del piede destro.,E,D,D,E
Traumatologia,"Donna di 42 anni, un parrucchiere di professione, che si riferisce all'omalgia quando si alza il braccio. Dopo una settimana di evoluzione il dolore appare anche a riposo e di notte. Qual è la diagnosi più probabile secondo la radiografia della spalla?",https://compitoinclasse.org/simulatori/IMGmir/1621-dom.jpg,Capsulite adesiva.,Labrum Lesione.,Borsite subacromiale.,Tendinite da calcio.,,Tendinite da calcio.,D,B,B,B
Traumatologia,"Ragazzo di 6 anni che presenta dolore inguinale e inerte, presentazione insidiosa e un mese di evoluzione. Non si riferisce alla febbre o al trauma. Nessuna infezione precedente. Nell'esplorazione, si possono vedere una limitazione al rapimento e alla rotazione interna dell'anca destra, marcia con discreta zoppia senza dolore. Resto dell'esplorazione senza risultati patologici. Viene eseguita la radiografia che presentiamo. Qual è la tua diagnosi?",https://compitoinclasse.org/simulatori/IMGmir/258-dom.jpg,Malattia di Perthes.,Sinovite dei fianchi transitori.,Artrite settica dell'anca.,È necessario eseguire un'artrocentesi per stabilire la diagnosi.,,Malattia di Perthes.,A,C,C,C
Traumatologia,"Donna di 68 anni in trattamento cronico da parte della polimalgia reumatica. Va alla consultazione per il dolore inguinale irradiato alla faccia anteromediale del terzo prossimale della coscia, di inizio insidioso e senza trauma causale. È un dolore continuo ma questo sta aumentando. Ossen con in piedi, viene fatto un semplice RX in cui si osservano lievi cambiamenti degenerativi simmetrici in entrambi i fianchi, senza perdita di articolazione interlimita nell'anca dolorosa. Viene eseguito un RM. Quale diagnosi consideri molto probabilmente?",https://compitoinclasse.org/simulatori/IMGmir/1170-dom.jpg,Osteomielite acuta.,Osteoartrite dell'anca.,Necrosi avascolare della testa femorale.,Osteosarcoma,,Necrosi avascolare della testa femorale.,C,C,C,C
