Category,Question,Image url,AnswerA,AnswerB,AnswerC,AnswerD,AnswerE,Correct Answer,Correct Letter,Claude-3.5-Sonnet,GPT-4o,Gemini-2.0-Flash
Gynecology and Obstetrics,Once the diagnosis of suspicion is confirmed. What is the most correct therapeutic behavior?:,https://compitoinclasse.org/simulatori/IMGmir/719-dom.jpg,Cotorreductor surgery and chemotherapy with taxolcarboplatin.,Gastrectomy with double annexectomy.,Laparoscopy with peritoneal washes and mitomycin and 5-fluoracil infusion.,Systemic chemotherapy with cisplatin and pemetrexed.,Laparoscopic surgery and chemotherapy with oxaliplatin and 5-fluoracil (folfox).,Cotorreductor surgery and chemotherapy with taxolcarboplatin.,A,A,A,A
Gynecology and Obstetrics,"39-year-old woman who consults for genital bleeding for 24 hours. His last rule was 7 weeks ago. It has no pain, although it has persistent nausea and vomiting for 4 days. Gynecological exploration shows scarce bleeding from uterine cavity. The pregnancy test is positive and the determination of ß-HCG in plasma is 105,000 IU/L. Image of transvaginal ultrasound is provided. What would you indicate at that time?:",https://compitoinclasse.org/simulatori/IMGmir/1613-dom.jpg,Repeat seriously every 2 days the ultrasound and ß-HCG.,"Reassure the patient, indicate rest, antiemetics and repeat ultrasound in a week.",Uterine curettage,Misoprostol treatment systemic.,,Uterine curettage,C,A,A,A
Gynecology and Obstetrics,"51-year-old woman, without interest of interest, who consults for continuous pain in hypogastrium and right iliac fossa for 20 days, not radiated. In basic analytics only PCR 6 mg/l (normal 0-5) stands out. An abdominal ultrasound is performed, but the radiologist raises doubts and decides to perform TC abdominopélvica with intravenous contrast. What is the diagnosis that suggests the image shown?:",https://compitoinclasse.org/simulatori/IMGmir/1804-dom.jpg,Pelvic abscess secondary to appendicitis,Right ureteral lithiasis with urinoma formation,Mesenteric demoid tumor,Mature ovarian teratoma,,Mature ovarian teratoma,D,B,D,B
Gynecology and Obstetrics,"28-year-old woman who has been in treatment for a polycystic ovary syndrome, goes to the consultation for pregnancy control by referring a 10 -week amenorrhea. In the ultrasound a unique, alive fetus is objective, with a 57 mm knife-cane length (CRL), which corresponds to 12 weeks. Point out the correct option:",https://compitoinclasse.org/simulatori/IMGmir/1157-dom.jpg,"We must assume that the real gestational age is 12 weeks, reallocate a new fur (last rule date) or FPP (probable delivery date) and plan the rest of the pregnancy controls based on this gestational age.","We will continue to consider that the real gestational age is 10 weeks, since it coincides with the patient's fur. We will plan the rest of the controls based on this gestational age, although we will record this disagreement in the medical history.",Given this disagreement we will request a blood analytical to quantify the β-HCG hormone and decide based on its levels which is the real gestational age to be able to plan the rest of the pregnancy controls.,We will request a new ultrasound control in 2 weeks to see the evolution and diagnose the correct gestational age with more certainty.,,"We must assume that the real gestational age is 12 weeks, reallocate a new fur (last rule date) or FPP (probable delivery date) and plan the rest of the pregnancy controls based on this gestational age.",A,A,A,A
Gynecology and Obstetrics,"52-year-old asymptomatic woman who goes to an early breast cancer detection program. To complete the study, an expanded radiography is shown in Image No. 15. What is the radiographic sign that best defines the findings?",https://compitoinclasse.org/simulatori/IMGmir/947-dom.jpg,Normal mammography.,Microcalcifications nods.,Microquistic lesions.,Segmental microcalcifying suspicious of malignancy.,Rude microcalcalcifications suggestive of fibrochistic mastopathy.,Segmental microcalcifying suspicious of malignancy.,D,A,A,A
Gynecology and Obstetrics,"What would be the obstetric handling in a secondigest woman 34 weeks after the echographical diagnosis of small fetus for gestational, asymptomatic age and that presents the external cardiotocographic record that appears in the image?:",https://compitoinclasse.org/simulatori/IMGmir/1813-dom.jpg,Fetal extraction by scheduled caesarean section.,Fetal extraction after childbirth induction.,Periodic fetal ultrasound controls in an outpatient basis.,Maternal-fetal strict entrance and control.,,Periodic fetal ultrasound controls in an outpatient basis.,C,B,C,B
Rheumatology,The realization of an ultrasound in this patient:,https://compitoinclasse.org/simulatori/IMGmir/479-dom.jpg,It would only allow to assess the tendon affectation.,It has no use.,It detects synovitis but not erosions.,It does not detect synovitis or erosions.,It detects both synovitis and erosions.,It detects both synovitis and erosions.,E,C,C,C
Rheumatology,What is the radiological diagnosis?,https://compitoinclasse.org/simulatori/IMGmir/1181-dom.jpg,Lithic lesions in iliac pales.,Right renewal line bulge suggestive of adenopathies.,Splenomegaly.,Left sacroileitis.,,Splenomegaly.,C,C,C,C
Rheumatology,"In relation to the previous case, how would you address the initial treatment of this patient?",https://compitoinclasse.org/simulatori/IMGmir/707-dom.jpg,The treatment is the use of allopurinol at minimum doses of 800 mg daily so the dose used by the patient should be increased early.,"During the acute phase the treatment is the NSAIDs, which can be associated with mats.","Given the seriousness of the lesions, intravenous mats should be used.","If the synovial fluid has a cell count of more than 3000 ECL /µ, treatment with parenteral antibiotrapy with coverage against Staphylococcus aureus and Streptococcus spp should be initiated and maintained at least 6 weeks.","In this disease, systemic or intra -articular steroids have not demonstrated their effectiveness.","During the acute phase the treatment is the NSAIDs, which can be associated with mats.",B,B,B,B
Rheumatology,"A 31-year-old patient, without previous history of interest, consults for muscle weakness of a few months of evolution that has progressively hinders him to raise and lower stairs. To physical examination, the timing papuloeritematosic injuries that are observed in the figure. To achieve the diagnosis, among other tests, a muscular biopsy that can be observed in the figure is practiced. What do you think of you the most likely diagnosis?",https://compitoinclasse.org/simulatori/IMGmir/704-dom.jpg,Vasculitis type panarteritis.,Systemic lupus erythematosus.,Dermatomyositis.,Myositis with inclusion bodies.,Sarcoidosis,Dermatomyositis.,C,C,C,C
Rheumatology,"A 26-year-old woman consulted for a 3 -week evolution fever. The fever was daily, in peaks that reached 38.5 ° C and on some occasion at 39 ° C, and was accompanied by pharyngeal pain, myalgias and arthralgia of large joints. A few hours after, the fever was sent, spontaneously or through some antitermal. During the febrile episodes he presented a cutaneous eruption. The patient said that she had presented two previous episodes in the previous two years, very similar to the current one, which had not been diagnosed despite two studies in depth. He had not made trips outside of Spain or referred epidemiological history of interest. The clinical exploration during a febrile episode showed the cutaneous eruption that can be observed in the image, which in a few hours disappeared. The patient also had pharyngeal hyperemia, small and painful bilateral lateocervical adenopathies and a spleen pole was felt below the left costal arch. To establish the diagnosis, it is to anticipate that various laboratory and image studies must be carried out. However, which of the following statements do you think most appropriate in the current diagnostic phase?",https://compitoinclasse.org/simulatori/IMGmir/31-dom.jpg,"It would request serological tests for hepatitis B and C, human parvovirus B19, Epstein-Barr virus and test for the human immunodeficiency virus, since the most likely cause is infectious diseases, especially acute viral infections.","Although it is a diagnosis of exclusion, it would request a serum ferritin for the possibility of a Still disease of the adult.","I would request an immune study that includes antinuclear antibodies, rheumatoid factor, citrulinized cyclic antipéptides and ancas to confirm the suspicion of a systemic rheumatic disease such as rheumatoid arthritis or systemic lupus erythematosus.",I would request a genetic study since it is most likely that it is an auto -inflammatory disease type Mediterranean Family.,,"Although it is a diagnosis of exclusion, it would request a serum ferritin for the possibility of a Still disease of the adult.",B,C,C,A
Rheumatology,"The hands that are shown in the image belong to a 52-year-old woman who consults because she has been presented in the distal and proximal and proximal interphalangeal joint pain of both hands. The pain is aggravated after intense efforts and can be accompanied by swelling and rubefaction. He has taken non-steroidal anti-inflammatories during these periods, with improvement. After deforming, the joints bother you less. What diagnosis is the most likely?",https://compitoinclasse.org/simulatori/IMGmir/32-dom.jpg,Rheumatoid arthritis,Psoriatic arthritis,Gotosa arthritis,Osteoarthritis,,Osteoarthritis,D,D,D,D
Rheumatology,A 37-year-old friend shows her the photograph of her own right hand shown in Image A. He had made a cold day of November and tells her that after a few minutes she recovered her normal coloration. With a great magnifying magnifying,https://compitoinclasse.org/simulatori/IMGmir/702-dom.jpg,Systemic sclerosis.,Acrocianosis.,Livedo reticularis.,Raynaud's disease.,Cold agglutinine disease.,Systemic sclerosis.,A,A,A,A
Hematology,In the radiography of Image No. 16 it is observed:,https://compitoinclasse.org/simulatori/IMGmir/949-dom.jpg,Lithic lesions,Blstic lesions,Salt and pepper alterations.,Focal hyperostosis.,Cranienesosis.,Lithic lesions,A,C,C,C
Hematology,"49-year-old patient without interest history. It refers to history of 2 weeks of evolution of abdominal pain independent of the intake and deposition and accompanied by occasional vomiting, general discomfort and profuse sweating. ANALYTICS: HB 12 gr/dl. Leukocytes 10x10^9/L (80%neutrophils, 15%lymphocytes, 3%monocytes, 1%eosinophils). Platelets 270x10^9/l. Glucose 100 mg/dl, urea 80 mg/dl, creatinine 1.5 mg/dl, A. uric 12 mg/dl, LDH 7800 IU/L; GOT, GPT and normal alkaline phosphatase. TAC: Great mass (16cm) in retroperitoneo that infiltrates pancreas, thin intestine handles and right kidney. The biopsy is the one shown in the image. Immunohistochemistry: CD20 (+) CD3 (-) BCL 2 (-), CD10+, BCL 6 (+), P53 (-), TDT (-) MIB1 (Proliferation Index) 100%. Genetics: rearrangement of 8q24, C-MYC gene. What is the diagnosis?",https://compitoinclasse.org/simulatori/IMGmir/484-dom.jpg,Diffuse lymphoma B of large cell.,Lymphocytic lymphoma.,3B follicular lymphoma.,Intestinal type T lymphoma.,Burkitt lymphoma.,Burkitt lymphoma.,E,B,B,B
Hematology,"Given this clinical picture, what would be the most indicated treatment?",https://compitoinclasse.org/simulatori/IMGmir/711-dom.jpg,"Do not deal, wait and see.",Interferon,Chloroambucile and prednisone.,BCR/ABL inhibitors (IMATINIB).,"Cyclophosphamide, vincristine and prednisone.","Do not deal, wait and see.",A,A,A,A
Hematology,"54-year-old black woman who presents asthenia, drowsiness, parstesthesia, march disorder, and loss of strength and sensitivity in both lower extremities. The analysis showed HB 10.4 g/dl, VCM 107 fl, platelets 110,000/mm3, leukocytes 5,000/mm3, 1,900/mm3 neutrophils, lymphocytes 2,500/mm3, monocytes 300/mm3, eosinophils 300/mm3, Reticulocytes 1.0% (Normal: 0.5-2), Total reticulocytes 5,400/mm3, HAPTOGOBIN 0 G/L (NORMAL 03-2 G/L), LDH 1,114 U/L, AST (GOT) 50 U/L, ALT (GPT) 30 U/L, GGT 16 U/L, ALCALINA PHFOSPATASA 90 U/ L, total bilirubin 1.03 mg/dl. Negative coombs test. The peripheral blood smear is shown in the image. Valued the clinical and analytical picture, what is the treatment to be administered to this patient?",https://compitoinclasse.org/simulatori/IMGmir/16-dom.jpg,Plasma replacement.,Oral corticosteroids.,Parenteral vitamin B12.,Folic acid and splenectomy.,,Parenteral vitamin B12.,C,D,D,C
Hematology,"74-year-old man, asymptomatic, who in a routine analytics has 37,000/ml leukocytes, 15.7 g/dl hemoglobin, 190,000 platelets/ml. In the exploration there are no adenopathies or organomegalias. An extension of peripheral blood (image) is made. What is the most likely diagnosis?",https://compitoinclasse.org/simulatori/IMGmir/710-dom.jpg,Viriasis,Chronic myeloid leukemia.,Monoclonal gammopathy of uncertain meaning.,Chronic lymphatic leukemia.,Myelodisplastic syndrome.,Chronic lymphatic leukemia.,D,D,D,D
Hematology,"28-year-old woman without personal or family history of interest, who consults for the appearance of a left supraclavicular mass, without other accompanying symptoms. Basic analytics are performed in which only a 373 IU/L LDH stands out. Considering clinical data and image test (PET-TC with 18F-FDG) What diagnosis is the most likely?:",https://compitoinclasse.org/simulatori/IMGmir/1612-dom.jpg,Timic carcinoma with distance dissemination.,Disease associated with IgG4.,Sarcoidosis,Lymphoproliferative Syndrome Stadium IV.,,Lymphoproliferative Syndrome Stadium IV.,D,A,A,A
Hematology,43-year-old woman with a diagnosis of acute lymphoblastic leukemia t in induction treatment with aplasia after prefase of neutrophils <0.5x10^9/l that presents febrile syndrome without an apparent infectious focus Thoracic TC is performed. Which of the following diagnoses suspect in the first place before the findings of the TC?:,https://compitoinclasse.org/simulatori/IMGmir/1805-dom.jpg,Pneumocystis jirovecii pneumonia,Invasive aspergilosis,Drug toxicity by drug,Neoplastic lung involvement,,Invasive aspergilosis,B,C,C,C
Hematology,What treatment is the most appropriate in the previous patient?,https://compitoinclasse.org/simulatori/IMGmir/485-dom.jpg,Cotorreductor surgery followed by chemotherapy type rituximab-chop to full remission.,Rituximab-chop / 21 x 6-8 cycles followed by retroperitoneo radiotherapy.,Rituximab-chop /21 x 6-8 cycles followed by intensive QT and Stem-Cell (Taspe) transplantation.,"Intensive chemotherapy that includes rituximab, high doses of cyclophosphamide and CNS prophylaxis.",Delay treatment until Pet-Tac and then deal with rituximab-chop /14 x 6-8 cycles.,"Intensive chemotherapy that includes rituximab, high doses of cyclophosphamide and CNS prophylaxis.",D,C,C,C
Traumatology,What other findings would expect to find in the physical examination of the previous patient?,https://compitoinclasse.org/simulatori/IMGmir/946-dom.jpg,Hypoesthesia in the right foot floor.,Loss of right patellar reflex.,Weakness in the right loreum muscle.,Loss of the right reflex here.,Loss of sensitivity on the dorsal face of the right foot.,Loss of sensitivity on the dorsal face of the right foot.,E,E,E,E
Traumatology,"42-year-old woman, a hairdressing by profession, who refers to omalgia when raising her arm. After a week of evolution the pain also appears at rest and at night. What is the most likely diagnosis according to shoulder radiography?",https://compitoinclasse.org/simulatori/IMGmir/1621-dom.jpg,Adhesive capsulitis.,Labrum lesion.,Subacromial bursitis.,Calcium tendinitis.,,Calcium tendinitis.,D,B,B,B
Traumatology,"6-year-old boy who presents inguinal and limp pain, insidious presentation and one month of evolution. It does not refer to fever or trauma. No previous infections. In the exploration, limitation to the abduction and internal rotation of the right hip can be seen, march with discreet lameness without pain. Rest of exploration without pathological findings. The radiography we present is performed. What is your diagnosis?",https://compitoinclasse.org/simulatori/IMGmir/258-dom.jpg,Perthes disease.,Transient hips synovitis.,Hip septic arthritis.,It is necessary to perform an arthrocentesis to establish the diagnosis.,,Perthes disease.,A,C,C,C
Traumatology,"68-year-old woman in chronic treatment by rheumatic polymyalgia. He goes to the consultation for inguinal pain radiated to the anteromedial face of the proximal third of the thigh, of insidious beginning and without causal trauma. It is a continuous pain but that is increasing. Worsen with standing, simple RX is made in which slight symmetrical degenerative changes are observed in both hips, without loss of joint interlim in the painful hip. An RM is performed. What diagnosis do you most likely consider?",https://compitoinclasse.org/simulatori/IMGmir/1170-dom.jpg,Acute osteomyelitis.,Hip osteoarthritis.,Avascular necrosis of the femoral head.,Osteosarcoma,,Avascular necrosis of the femoral head.,C,C,C,C
Traumatology,"It is a 42-year-old patient who has intense lower back pain, irradiated by gluteus, dorsal and dorsolateral face of the right leg. In the exploration (Image No. 14) we find a fallen right foot (photo 1) and what can be seen when we ask you to lift the tips of the feet (photo2). You must suspect:",https://compitoinclasse.org/simulatori/IMGmir/945-dom.jpg,Common sciatic nerve neuropathy.,Neuropathy of the sciatic nerve external or peroneal.,Right S1 radicle.,Right L5 Radicle.,HERNIA DISCAL L3-L4.,Right L5 Radicle.,D,D,D,D
Traumatology,"A 27-year-old patient, after suffering a horse fall, has trauma in the lower left limb with an attitude of it in flexion, adduction and internal rotation. After performing the anteroposterior radiography of pelvis shown, indicate what is the diagnosis:",https://compitoinclasse.org/simulatori/IMGmir/2410-dom.jpg,Pertrocantéal fracture of left femur,Left femur subcapital fracture,"Previous hip dislocation, with anterior wall fracture of acetabulum","Hip subsequent dislocation, with rear acetabulum wall fracture",,"Hip subsequent dislocation, with rear acetabulum wall fracture",D,C,C,C
Traumatology,"While we explore this patient, he abruptly presents worsening of his hemodynamic status and increased tachypnea. Tracheal deviation is observed to the left, distended jugular veins and absence of ventilation in the right hemithorax. The most likely diagnosis is:",https://compitoinclasse.org/simulatori/IMGmir/493-dom.jpg,Progression of the right lung contusion.,Expansive right cervical vascular lesion.,Cardiac plugging.,Right hemothorax.,Tension pneumothorax.,Tension pneumothorax.,E,B,B,B
Traumatology,What is the correct answer to a young man with a traumatic history 3 days ago that this knee radiography is practiced?,https://compitoinclasse.org/simulatori/IMGmir/1171-dom.jpg,Bipartite kneecap.,Rotula fracture.,Dissencer osteochondritis.,Non -merged secondary ossification core.,,Rotula fracture.,B,D,D,D
Traumatology,"78-year-old woman, with a history of ischemic heart disease, diabetes mellitus, dyslipemia and osteoporosis, who goes to emergency due to trauma on left wrist. The initial radiological study is shown in Image A After this radiological control?",https://compitoinclasse.org/simulatori/IMGmir/1411-dom.jpg,"Since the reduction achieved is optimal, radiological control is recommended at 10-15 days and if secondary displacement of the fracture is not observed, the immobilization will be maintained a total of 6 weeks.","Since it is an extrarticular fracture, it is considered a stable fracture. The immobilization will be maintained for 2 weeks and thereafter will begin active flexo-expansion and prone-supply exercise program.","Given the patient's osteoporosis, the probability of fracture displacement is very high. The most recommended treatment is surgical input, with external fixative placement associated with internal fixation with a screwed plate.","The fracture of ulnar styloids determines the existence of distal radiocubital instability, which demands its surgical repair in a second half. In the same surgical act, the osteosynthesis of the radius with a screwed plate must be performed.",,"Since the reduction achieved is optimal, radiological control is recommended at 10-15 days and if secondary displacement of the fracture is not observed, the immobilization will be maintained a total of 6 weeks.",A,B,B,B
Traumatology,"11-year-old boy who comes because for 10 days he has a daily fever of evening predominance. In the last 2 days the fever has been increasing (up to 38.5ºC). It has little appetite and has lost weight (2 kg). 3 weeks ago they kicked him in the right knee. Although initially he only had pain later noticed inflammation, which was increasing until he prevented him from walking. ANALYTICS: PCR elevation (75 mg/l) without other significant alterations. Simple radiology is performed. Which of the following is the most likely diagnosis?",https://compitoinclasse.org/simulatori/IMGmir/480-dom.jpg,Osteomyelitis.,Ossifying myositis.,Eosinophilic granuloma.,Osteosarcoma,Osteoblastoma,Osteosarcoma,D,D,D,D
Traumatology,"In the fracture that can be seen in image No. 13, is the nerve that can be most frequently affected?",https://compitoinclasse.org/simulatori/IMGmir/943-dom.jpg,Musculocutaneous nerve.,Radial nerve,Cubital nerve.,Medium nerve.,Circumflejo nerve.,Radial nerve,B,B,B,B
Traumatology,What would be the next step in the clinical management of this patient?,https://compitoinclasse.org/simulatori/IMGmir/481-dom.jpg,Intravenous antibiotic treatment and radiological control in a month.,Perform a fine needle aspiration of the lesion for microbiological study.,"Magnetic resonance of the femur and then, if applicable, biopsy of the lesion.",Anti -inflammatory treatment and clinicoradiological evolutionary control.,Perform bone scintigraphy with Galio 67.,"Magnetic resonance of the femur and then, if applicable, biopsy of the lesion.",C,C,C,C
Traumatology,"75-year-old woman, autonomous and active, who suffers a fall in her home and goes to emergency with pain, functional impotence and deformity around the left knee. It had been surgically intervened from this knee 2 years ago by gonarrosis through a total post-stabilized cemented knee arthroplasty. The distal pulses are preserved. There is a pathological mobility of the left knee without appreciating neurological deficit in the leg affects. The radiography and the TC that are shown in the images are performed. Which of the following would be the therapeutic attitude in this situation?:",https://compitoinclasse.org/simulatori/IMGmir/2411-dom.jpg,Fixed angle condílea plate at 95 degrees with interfragmentary compression screws,Blocked Femur Condílea Plate for angular fixing,Long -gate,Antegrado Cervico-Callico de femur to protect the entire femur,,Blocked Femur Condílea Plate for angular fixing,B,B,B,B
Otolaryngology,"43-year-old male allergic to penicillin presented septic mouth, febrile syndrome, dysphagia, edema, erythema and submaxillary pain of a week of evolution, without improvement with anti -inflammatory and antibiotic treatment. Image of the cervicofacial TC carried out after the administration of intravenous contrast is provided. What diagnosis does it suggest?:",https://compitoinclasse.org/simulatori/IMGmir/1990-dom.jpg,Ludwig Angina,Lingual abscess,Abscessified pharyngitis,Abscessified lingual dermoid cyst,,Ludwig Angina,A,A,A,A
Otolaryngology,"Early Childhood Education professor who consults for dysphonia and phones of 6 months of evolution related to vocal effort. During the week the voice worsens and in the weekend improves partially. Of the following, what is the most likely suspicion diagnosis with the image of the laryngoscopy that is provided ?:",https://compitoinclasse.org/simulatori/IMGmir/1791-dom.jpg,Vocal polyps,Vocal string carcinoma,Vocal nodules,Vocal cysts,,Vocal nodules,C,C,C,C
Otolaryngology,"62-year-old male who consults for a right lateocerner mass of progressive growth that is accompanied by odinophagy. Small of 1 pack of cigarettes a day for 30 years. Oral cavity, oropharyngoscopic, rhinoscopic and otoscopic explorations are normal. In the cervical palpation an adenopathy at level III of 4 cm, hard and adhered to deep planes is identified. What is the most probable clinical diagnosis according to the laryngoscopy image?:",https://compitoinclasse.org/simulatori/IMGmir/1984-dom.jpg,Right transgratic carcinoma with metastatic adenopathy,Right pyriform sinus carcinoma with metastatic adenopathy,Right supraglotis carcinoma with metastatic adenopathy,Right palatine tonsil carcinoma with metastatic adenopathy,,Right pyriform sinus carcinoma with metastatic adenopathy,B,B,B,B
Ophthalmology,40-year-old man who consults by blurred vision. Right pain and red eye of 3 days of evolution. Biomicroscopic exploration is shown in the image. The intraocular pressure in that eye is 10 mmHg. The background does not show alterations. What is the first diagnostic option?,https://compitoinclasse.org/simulatori/IMGmir/1176-dom.jpg,Choriorretitis.,Herpetiform keratitis.,Previous uveitis.,Glaucomatocyclicic crisis.,,Previous uveitis.,C,B,B,B
Ophthalmology,"41-year-old man who consults for diplopia, palpebral ptosis and ocular pain rights of two days of evolution. The study of magnetic nuclear resonance (coronal cut) is shown. The most likely diagnosis is:",https://compitoinclasse.org/simulatori/IMGmir/1623-dom.jpg,Tumor compression of optical chiasma.,Intraparenchimatous hemorrhage.,Tumor infiltration of the right cavernous sinus.,Multiple sclerosis.,,Tumor infiltration of the right cavernous sinus.,C,C,C,C
Ophthalmology,The following most appropriate diagnostic test in this patient is:,https://compitoinclasse.org/simulatori/IMGmir/721-dom.jpg,Angiofluoresceingraphy.,Visual evoked potentials.,Vitrea sample by vitrectomy.,Nuclear magnetic resonance.,Computed campimeter.,Angiofluoresceingraphy.,A,D,D,D
Ophthalmology,"27-year-old woman, without a history of interest, who goes to the emergency department for transient episodes of bilateral vision of 15 seconds, headache when waking up and tinnitus of a few weeks of evolution. It has an BMI of 29. The cranial RM discards occupant injuries. With the referred clinic and the background image which of the following statements is correct?:",https://compitoinclasse.org/simulatori/IMGmir/2395-dom.jpg,Weight loss is not effective in this situation,Acetazolamide and furosemide are drugs usually used,Lumbar puncture should be performed before the image test,Oral corticosteroids are widely used in the management of this entity,,Acetazolamide and furosemide are drugs usually used,B,B,B,B
Ophthalmology,"30-year-old man, bearer of the human immunodeficiency virus (HIV), who goes to the emergency department for progressive loss of vision in his left eye, without other accompanying ophthalmological symptoms. The image of the figure is observed to the melt exploration. Given this image, it should be suspected:",https://compitoinclasse.org/simulatori/IMGmir/27-dom.jpg,A CD4 lymphocyte count less than 100.,The observed pathology is of medication origin.,This patient requires surgical treatment.,We are facing an autoimmune problem.,,A CD4 lymphocyte count less than 100.,A,A,A,A
Ophthalmology,"22-year-old man who consults for left eye pain for 48 h. In the last hours Ipsilateral visual loss is added, with visual acuity 0.6/1 in left eye and 1/1 in right eye. It provides the magnetic resonance of the image. Point out the correct answer:",https://compitoinclasse.org/simulatori/IMGmir/1625-dom.jpg,It has around 85 % chances of presenting oligoclonal bands in the cerebrospinal fluid.,It does not need additional evidence to establish the diagnosis.,The important thing is to treat the picture and then we will complete the study.,It is possibly an optical neuromyelitis.,,It has around 85 % chances of presenting oligoclonal bands in the cerebrospinal fluid.,A,B,B,B
Ophthalmology,Mype patient who consults for loss of vision in right eye. Fund's exploration is observed in the image. Which of the following statements is correct about this patient?:,https://compitoinclasse.org/simulatori/IMGmir/1790-dom.jpg,"It has an improvement of the symptoms upon waking, which worsens as the day progresses","Refers to a loss of vision, such as a curtain, which affects the upper area of ​​the visual field",It would be necessary to perform a laser treatment YAG prior to surgery,Surgical treatment should be performed by ab-external trabeculectomy,,"It has an improvement of the symptoms upon waking, which worsens as the day progresses",A,A,A,A
Ophthalmology,"35-year-old woman with two -week headache history, hypothyroidism and a 30 body mass index that presents the following background image. Which of the following is the less likely finding that we can find?",https://compitoinclasse.org/simulatori/IMGmir/1177-dom.jpg,Decreased visual acuity (0.1) in both eyes.,Campimetry with increased blind spot and nasal defects.,Magnetic brain resonance without significant alterations.,Cephalorrachid fluid composition within the limits of normality.,,Decreased visual acuity (0.1) in both eyes.,A,A,A,A
Ophthalmology,"32-year-old woman, without any treatment today, who goes to the emergency room with a headache, eyes without ciliary injection and the background that is seen in the image. In view of the melt alterations, which of the following explorations would be the least related to diagnostic suspicion?",https://compitoinclasse.org/simulatori/IMGmir/29-dom.jpg,Determination of serum creatinine.,Blood pressure measure (PA).,Abdominal (periumbilical) auscultation in search of a breath.,Infraocular pressure measure (PIO).,,Infraocular pressure measure (PIO).,D,D,D,D
Ophthalmology,67-year-old patient who refers to unilateral visual acuity and metamorphopsy of rapid evolution. The attached retinography presents the image of the affection. The most likely diagnosis would be:,https://compitoinclasse.org/simulatori/IMGmir/720-dom.jpg,Macular degeneration associated with exudative age.,Retinal detachment.,Pigmentary retinosis.,Thrombosis central vein of the ischemic retina.,Equatorial Choroid Melanoma.,Macular degeneration associated with exudative age.,A,A,A,A
Pharmacology,"A 76-year-old patient consults pain in chewing and alterations in dental occlusion. Among its background is a hypertension of many years of evolution that deals with a hyposodic and nifedipine diet and some episodes of loss of consciousness diagnosed, more than 25 years ago, of ""epilepsy"", for which it follows treatment with 100 mg/day of phenytoin . For the rest, it is well, it has not lost weight and maintains a normal life by age. The exploration of the mouth can be observed in the figure. What would be the most reasonable attitude at first?",https://compitoinclasse.org/simulatori/IMGmir/238-dom.jpg,"Since hypothyroidism is the most likely cause of the patient's problem, it would request a complete analytical that includes TSH.",It would consider the possibility of yatrogen factors and evaluate the withdrawal of both phenytoin and nifedipine.,"Most likely, local factors such as poor dental hygiene are at the origin of the problem, so it would make recommendations in this regard and the patient would refer to a dentist.","The most common cause of gingival hyperplasia in old age are monocytic leukemia, so it would initiate studies in this regard.",,It would consider the possibility of yatrogen factors and evaluate the withdrawal of both phenytoin and nifedipine.,B,B,B,B
Pathological anatomy,"25-year-old woman who presents palpable and painless adenopathy in supraclavicular region. The patient says she has had febrile periods. It is practiced biopsy of adenopathy that is stained with hematoxilineosine. The anatomopathological report indicates that the lesion shows a component of large cells that express CD15 and CD30, but not CD45, on an inflammatory background. Is your diagnosis?",https://compitoinclasse.org/simulatori/IMGmir/5-dom.jpg,Toxoplasmosis,Hodgkin's disease,Infectious mononucleosis,Cat scratch disease,,Hodgkin's disease,B,C,B,C
Pathological anatomy,"20-year-old man with a history of asthma, who consults for dysphagia and food impact. A high digestive endoscopy with esophageal biopsies is performed. With what diagnosis is this proximal esophagus biopsy compatible?",https://compitoinclasse.org/simulatori/IMGmir/1606-dom.jpg,Reflux esophagitis.,Barrett esophagus.,Eosinophilic esophagitis.,Candida esophagitis.,,Eosinophilic esophagitis.,C,D,C,D
Pathological anatomy,"25 -week preterm newborn girl with severe respiratory failure in the immediate postpartum. Resuscitation begins, but at 30 minutes it worsens and dies. What is the histopathological diagnosis of the image?:",https://compitoinclasse.org/simulatori/IMGmir/2192-dom.jpg,Meconium aspiration,Intrauterine pneumonia,Pulmonary malformation,Hyaline membrane disease,,Hyaline membrane disease,D,A,D,A
Pathological anatomy,"68-year-old man who consults the dermatologist for perianal ulcerated skin lesions. The derivation is raised within the differential diagnosis a gangrenous pyoderma, a blistering disease and an infectious etiology. Performs a biopsy for histological study and also requests a study of direct immunofluorescence. Direct immunofluorescence is negative and the histology of the lesion is shown. What is the pathological diagnosis of perianal skin lesion?:",https://compitoinclasse.org/simulatori/IMGmir/1793-dom.jpg,Gangrenous pyoderma,Vulgar pénfigo,MICTIICA INFECTION,Simple herpes virus infection,,Simple herpes virus infection,D,C,C,C
Pathological anatomy,"40-year-old woman with morbid obesity, who undergoes bariatric surgery. During the surgical intervention a liver biopsy is also performed. What kind of histological injury do we observe?:",https://compitoinclasse.org/simulatori/IMGmir/1605-dom.jpg,Steatosis,Steatohepatitis,Cirrhosis,Chronic hepatitis,,Steatosis,A,C,C,C
Pathological anatomy,"Given these images of the colon, with the felled mucosa and polypoid formations in the macroscopy and the histopathological study shown, the most likely diagnosis is:",https://compitoinclasse.org/simulatori/IMGmir/2193-dom.jpg,Chronic inflammatory intestinal disease type ulcerative colitis,Parasitic infectious colitis,Intestinal polyposis,Intestinal lymphoma,,Chronic inflammatory intestinal disease type ulcerative colitis,A,A,A,A
